"sensor","time_ms","humidity_percent","temperature_degc","dryness_raw"
"DHT22",71338,56.799999,21.799999,23.264908
"DHT22",72113,56.799999,21.799999,22.971651
"DHT22",72614,56.799999,21.799999,2.443793
"DHT22",73115,56.799999,21.799999,0.000000
"DHT22",73616,56.799999,21.799999,23.460411
"DHT22",74391,56.799999,21.799999,22.971651
"DHT22",74892,56.799999,21.799999,2.346041
"DHT22",75393,56.799999,21.799999,0.000000
"DHT22",75894,56.799999,21.799999,23.460411
"DHT22",76669,56.799999,21.799999,23.264908
"DHT22",77170,56.799999,21.799999,1.857283
"DHT22",77671,56.799999,21.799999,0.000000
"DHT22",78172,56.799999,21.799999,23.264908
"DHT22",78947,56.799999,21.799999,22.873899
"DHT22",79448,56.799999,21.799999,1.857283
"DHT22",79949,56.799999,21.799999,0.000000
"DHT22",80450,56.799999,21.799999,23.655914
"DHT22",81225,56.799999,21.799999,22.971651
"DHT22",81726,56.799999,21.799999,1.173020
"DHT22",82227,56.799999,21.799999,0.000000
"DHT22",82728,57.000000,22.000000,23.264908
"DHT22",83503,57.000000,22.000000,22.776148
"DHT22",84004,57.000000,22.000000,0.000000
"DHT22",84505,57.000000,22.000000,0.000000
"DHT22",85006,56.799999,21.799999,23.167156
"DHT22",85781,56.799999,21.799999,22.873899
"DHT22",86282,56.799999,21.799999,0.000000
"DHT22",86783,56.799999,21.799999,0.000000
"DHT22",87284,56.799999,21.799999,23.264908
"DHT22",88059,56.799999,21.799999,22.580645
"DHT22",88560,56.799999,21.799999,0.000000
"DHT22",89061,56.799999,21.799999,0.586510
"DHT22",89562,56.799999,21.799999,23.069405
"DHT22",90337,56.799999,21.799999,22.189638
"DHT22",90838,56.799999,21.799999,0.000000
"DHT22",91339,56.799999,21.799999,2.639296
"DHT22",91840,56.700001,21.799999,22.385141
"DHT22",92615,56.700001,21.799999,21.994135
"DHT22",93116,56.700001,21.799999,0.000000
"DHT22",93617,56.700001,21.799999,1.368524
"DHT22",94118,56.700001,21.799999,22.971651
"DHT22",94893,56.700001,21.799999,22.287390
"DHT22",95394,56.700001,21.799999,0.000000
"DHT22",95895,56.700001,21.799999,0.000000
"DHT22",96396,56.599998,21.799999,22.873899
"DHT22",97171,56.599998,21.799999,22.287390
"DHT22",97672,56.599998,21.799999,0.000000
"DHT22",98173,56.599998,21.799999,0.000000
"DHT22",98674,56.799999,22.000000,22.873899
"DHT22",99449,56.799999,22.000000,22.580645
"DHT22",99950,56.799999,22.000000,0.000000
"DHT22",100451,56.799999,22.000000,0.000000
"DHT22",100952,56.599998,21.799999,22.971651
"DHT22",101727,56.599998,21.799999,22.580645
"DHT22",102228,56.599998,21.799999,8.895406
"DHT22",102729,56.599998,21.799999,0.000000
"DHT22",103230,56.500000,21.799999,23.362659
"DHT22",104005,56.500000,21.799999,22.776148
"DHT22",104506,56.500000,21.799999,22.287390
"DHT22",105007,56.500000,21.799999,0.000000
"DHT22",105508,56.500000,21.799999,23.949169
"DHT22",106283,56.500000,21.799999,22.971651
"DHT22",106784,56.500000,21.799999,22.385141
"DHT22",107285,56.500000,21.799999,1.759531
"DHT22",107786,56.500000,21.799999,24.535679
"DHT22",108561,56.500000,21.799999,23.655914
"DHT22",109062,56.500000,21.799999,22.971651
"DHT22",109563,56.500000,21.799999,21.309874
"DHT22",110064,56.400002,21.799999,27.077225
"DHT22",110839,56.400002,21.799999,23.851418
"DHT22",111340,56.400002,21.799999,22.776148
"DHT22",111841,56.400002,21.799999,21.994135
"DHT22",112342,56.299999,21.799999,27.174976
"DHT22",113117,56.299999,21.799999,23.460411
"DHT22",113618,56.299999,21.799999,22.873899
"DHT22",114119,56.299999,21.799999,22.385141
"DHT22",114620,56.200001,21.799999,28.250244
"DHT22",115395,56.200001,21.799999,23.264908
"DHT22",115896,56.200001,21.799999,22.873899
"DHT22",116397,56.200001,21.799999,22.580645
"DHT22",116898,56.099998,21.799999,28.250244
"DHT22",117673,56.099998,21.799999,22.971651
"DHT22",118174,56.099998,21.799999,22.873899
"DHT22",118675,56.099998,21.799999,22.580645
"DHT22",119176,55.900002,21.799999,28.543499
"DHT22",119951,55.900002,21.799999,23.264908
"DHT22",120452,55.900002,21.799999,22.873899
"DHT22",120953,55.900002,21.799999,22.971651
"DHT22",121454,55.500000,21.600000,29.618769
"DHT22",122229,55.500000,21.600000,23.460411
"DHT22",122730,55.500000,21.600000,23.264908
"DHT22",123231,55.500000,21.600000,22.385141
"DHT22",123732,55.700001,21.799999,29.521017
"DHT22",124507,55.700001,21.799999,24.144672
"DHT22",125008,55.700001,21.799999,22.971651
"DHT22",125509,55.700001,21.799999,22.482893
"DHT22",126010,55.700001,21.799999,29.521017
"DHT22",126785,55.700001,21.799999,24.731182
"DHT22",127286,55.700001,21.799999,22.678396
"DHT22",127787,55.700001,21.799999,22.482893
"DHT22",128288,55.799999,21.799999,29.618769
"DHT22",129063,55.799999,21.799999,24.437927
"DHT22",129564,55.799999,21.799999,22.971651
"DHT22",130065,55.799999,21.799999,22.580645
"DHT22",130566,55.799999,21.799999,29.521017
"DHT22",131341,55.799999,21.799999,23.851418
"DHT22",131842,55.799999,21.799999,23.069405
"DHT22",132343,55.799999,21.799999,22.580645
"DHT22",132844,55.799999,21.799999,28.250244
"DHT22",133619,55.799999,21.799999,23.558163
"DHT22",134120,55.799999,21.799999,22.873899
"DHT22",134621,55.799999,21.799999,22.287390
"DHT22",135122,55.799999,21.799999,28.152493
"DHT22",135897,55.799999,21.799999,23.362659
"DHT22",136398,55.799999,21.799999,22.971651
"DHT22",136899,55.799999,21.799999,22.287390
"DHT22",137400,55.500000,21.600000,27.663734
"DHT22",138175,55.500000,21.600000,23.558163
"DHT22",138676,55.500000,21.600000,22.482893
"DHT22",139177,55.500000,21.600000,22.091887
"DHT22",139678,55.700001,21.799999,27.077225
"DHT22",140453,55.700001,21.799999,23.753666
"DHT22",140954,55.700001,21.799999,22.776148
"DHT22",141455,55.700001,21.799999,22.091887
"DHT22",141956,55.799999,21.799999,27.174976
"DHT22",142731,55.799999,21.799999,23.949169
"DHT22",143232,55.799999,21.799999,22.873899
"DHT22",143733,55.799999,21.799999,22.580645
"DHT22",144234,55.900002,21.799999,27.174976
"DHT22",145009,55.900002,21.799999,24.046921
"DHT22",145510,55.900002,21.799999,22.971651
"DHT22",146011,55.900002,21.799999,22.482893
"DHT22",146512,55.799999,21.700001,28.543499
"DHT22",147287,55.799999,21.700001,23.460411
"DHT22",147788,55.799999,21.700001,22.580645
"DHT22",148289,55.799999,21.700001,22.678396
"DHT22",148790,55.900002,21.799999,31.280548
"DHT22",149565,55.900002,21.799999,27.077225
"DHT22",150066,55.900002,21.799999,23.753666
"DHT22",150567,55.900002,21.799999,23.069405
"DHT22",151068,55.900002,21.799999,41.544476
"DHT22",151844,55.900002,21.799999,26.588465
"DHT22",152345,55.900002,21.799999,24.046921
"DHT22",152846,55.900002,21.799999,23.167156
"DHT22",153347,56.000000,21.799999,41.642227
"DHT22",154122,56.000000,21.799999,29.227762
"DHT22",154623,56.000000,21.799999,23.851418
"DHT22",155124,56.000000,21.799999,22.971651
"DHT22",155625,56.000000,21.799999,47.311829
"DHT22",156400,56.000000,21.799999,34.897362
"DHT22",156901,56.000000,21.799999,27.859238
"DHT22",157402,56.000000,21.799999,23.460411
"DHT22",157903,56.000000,21.799999,50.244381
"DHT22",158678,56.000000,21.799999,43.597263
"DHT22",159179,56.000000,21.799999,30.987291
"DHT22",159680,56.000000,21.799999,26.686216
"DHT22",160181,56.000000,21.799999,53.861191
"DHT22",160956,56.000000,21.799999,51.710655
"DHT22",161457,56.000000,21.799999,41.642227
"DHT22",161958,56.000000,21.799999,28.934505
"DHT22",162459,56.000000,21.799999,46.236561
"DHT22",163234,56.000000,21.799999,53.372433
"DHT22",163735,56.000000,21.799999,46.823071
"DHT22",164236,56.000000,21.799999,33.137829
"DHT22",164737,56.000000,21.799999,24.437927
"DHT22",165512,56.000000,21.799999,52.101662
"DHT22",166013,56.000000,21.799999,52.003910
"DHT22",166514,56.000000,21.799999,42.619747
"DHT22",167015,56.200001,21.900000,24.340176
"DHT22",167790,56.200001,21.900000,44.281525
"DHT22",168291,56.200001,21.900000,53.567936
"DHT22",168792,56.200001,21.900000,46.041058
"DHT22",169293,56.000000,21.799999,24.144672
"DHT22",170068,56.000000,21.799999,24.535679
"DHT22",170569,56.000000,21.799999,53.958942
"DHT22",171070,56.000000,21.799999,51.612904
"DHT22",171571,56.099998,21.799999,23.851418
"DHT22",172346,56.099998,21.799999,24.340176
"DHT22",172847,56.099998,21.799999,48.973606
"DHT22",173348,56.099998,21.799999,50.244381
"DHT22",173849,56.099998,21.799999,23.558163
"DHT22",174624,56.099998,21.799999,23.949169
"DHT22",175125,56.099998,21.799999,40.762463
"DHT22",175626,56.099998,21.799999,53.763439
"DHT22",176127,56.099998,21.799999,24.340176
"DHT22",176903,56.099998,21.799999,24.437927
"DHT22",177404,56.099998,21.799999,51.026394
"DHT22",177905,56.099998,21.799999,51.026394
"DHT22",178406,56.700001,21.799999,24.046921
"DHT22",179181,56.700001,21.799999,24.144672
"DHT22",179682,56.700001,21.799999,40.664711
"DHT22",180183,56.700001,21.799999,53.958942
"DHT22",180684,56.000000,21.799999,22.873899
"DHT22",181459,56.000000,21.799999,23.949169
"DHT22",181960,56.000000,21.799999,24.144672
"DHT22",182461,56.000000,21.799999,53.567936
"DHT22",182962,56.000000,21.799999,23.851418
"DHT22",183737,56.000000,21.799999,24.144672
"DHT22",184238,56.000000,21.799999,24.046921
"DHT22",184739,56.000000,21.799999,45.063538
"DHT22",185240,56.000000,21.900000,22.287390
"DHT22",186015,56.000000,21.900000,22.971651
"DHT22",186516,56.000000,21.900000,23.851418
